#description=List of training/reference polygons used for classification of the Antarctic landmass in Sentinel-1A scene (29-03-2025) using 'New Vector Data Container' in SNAP
#defaultCSS=fill:#ffaa00; fill-opacity:0.5; stroke:#ffffff; stroke-opacity:1.0; stroke-width:1.0; symbol:cross
org.esa.snap.Geometry	geometry:Geometry	style_css:String
ID5cc44d9a2983	POLYGON ((-322711.9626442571 2097210.2219534614, -311233.667354641 2097210.2219534614, -311233.667354641 2090408.2691892446, -322711.9626442571 2090408.2691892446, -322711.9626442571 2097210.2219534614))	[null]
ID5cc44d9a2984	POLYGON ((-308257.81302029616 2100611.19833557, -301455.86025607924 2100611.19833557, -301455.86025607924 2084031.4384727913, -308257.81302029616 2084031.4384727913, -308257.81302029616 2100611.19833557))	[null]
ID5cc44d9a2985	POLYGON ((-303581.470494897 2081055.5841384465, -296779.5177306801 2081055.5841384465, -296779.5177306801 2071702.8990876481, -303581.470494897 2071702.8990876481, -303581.470494897 2081055.5841384465))	[null]
ID5cc44d9a2986	POLYGON ((-257668.28933643285 2100611.19833557, -248315.6042856346 2100611.19833557, -248315.6042856346 2087857.5369026633, -257668.28933643285 2087857.5369026633, -257668.28933643285 2100611.19833557))	[null]
ID5cc44d9a2987	POLYGON ((-270421.9507693396 2103587.052669915, -264895.3641484133 2103587.052669915, -264895.3641484133 2098910.7101445156, -270421.9507693396 2098910.7101445156, -270421.9507693396 2103587.052669915))	[null]
ID5cc44d9a2988	POLYGON ((-172643.8797837214 2136321.450347709, -164991.68292397738 2136321.450347709, -164991.68292397738 2130794.8637267826, -172643.8797837214 2130794.8637267826, -172643.8797837214 2136321.450347709))	[null]
ID5cc44d9a2989	POLYGON ((-173494.12387924857 2107413.151099787, -157764.6081119969 2107413.151099787, -157764.6081119969 2095084.611714644, -173494.12387924857 2095084.611714644, -173494.12387924857 2107413.151099787))	[null]
ID5cc44d9a298a	POLYGON ((-191349.24988531793 2090408.2691892446, -173494.12387924857 2090408.2691892446, -173494.12387924857 2080205.3400429194, -191349.24988531793 2080205.3400429194, -191349.24988531793 2090408.2691892446))	[null]
ID5cc44d9a298b	POLYGON ((-257668.28933643285 2084881.6825683184, -251291.4586199795 2084881.6825683184, -251291.4586199795 2078504.851851865, -257668.28933643285 2078504.851851865, -257668.28933643285 2084881.6825683184))	[null]
ID5cc44d9a298c	POLYGON ((-284450.978345537 2059799.4817502685, -276798.78148579295 2059799.4817502685, -276798.78148579295 2052147.2848905246, -284450.978345537 2052147.2848905246, -284450.978345537 2059799.4817502685))	[null]
ID5cc44d9a298d	POLYGON ((-272972.6830559209 2054272.8951293423, -267871.2184827582 2054272.8951293423, -267871.2184827582 2040243.867553145, -272972.6830559209 2040243.867553145, -272972.6830559209 2054272.8951293423))	[null]
ID5cc44d9a298e	POLYGON ((-292953.4193008081 2072553.1431831752, -280624.8799156649 2072553.1431831752, -280624.8799156649 2061925.0919890862, -292953.4193008081 2061925.0919890862, -292953.4193008081 2072553.1431831752))	[null]
ID5cc44d9a298f	POLYGON ((-160242.17743182255 2136636.1756950277, -149491.22196557885 2136636.1756950277, -149491.22196557885 2131103.7497069244, -160242.17743182255 2131103.7497069244, -160242.17743182255 2136636.1756950277))	[null]
ID5cc44d9a2990	POLYGON ((-174720.65395388068 2143463.42478673, -169855.2580494492 2143463.42478673, -169855.2580494492 2137499.391097427, -174720.65395388068 2137499.391097427, -174720.65395388068 2143463.42478673))	[null]
ID5cc44d9a2991	POLYGON ((-176172.42531246104 2150918.466898359, -172366.43012915578 2150918.466898359, -172366.43012915578 2149192.0360935605, -176172.42531246104 2149192.0360935605, -176172.42531246104 2150918.466898359))	[null]
ID5cc44d9a2992	POLYGON ((-167932.64192592388 2144522.8255078564, -165460.70690996273 2144522.8255078564, -165460.70690996273 2143384.950659239, -167932.64192592388 2143384.950659239, -167932.64192592388 2144522.8255078564))	[null]
ID5cc44d9a2993	POLYGON ((-181194.76947187414 2147426.368225017, -175819.2917387523 2147426.368225017, -175819.2917387523 2146092.308057673, -181194.76947187414 2146092.308057673, -181194.76947187414 2147426.368225017))	[null]
ID5cc44d9a2994	POLYGON ((-135189.121985744 2137693.466343585, -131908.9048852488 2137693.466343585, -131908.9048852488 2133740.384196834, -135189.121985744 2133740.384196834, -135189.121985744 2137693.466343585))	[null]
ID5cc44d9a2995	POLYGON ((-135273.2301165259 2128525.6800883547, -130899.60731586565 2128525.6800883547, -130899.60731586565 2122217.57027971, -135273.2301165259 2122217.57027971, -135273.2301165259 2128525.6800883547))	[null]
ID5cc44d9a2996	POLYGON ((-154113.45141167782 2139291.5208284417, -150244.47739570914 2139291.5208284417, -150244.47739570914 2137188.8175588935, -154113.45141167782 2137188.8175588935, -154113.45141167782 2139291.5208284417))	[null]
ID5cc44d9a2997	POLYGON ((-99611.38266498837 2158468.1746467194, -95321.86799511003 2158468.1746467194, -95321.86799511003 2155860.8225924796, -99611.38266498837 2155860.8225924796, -99611.38266498837 2158468.1746467194))	[null]
ID5cc44d9a299a	POLYGON ((-96078.8411721474 2161075.526700959, -92209.86715617869 2161075.526700959, -92209.86715617869 2159477.4722161023, -96078.8411721474 2159477.4722161023, -96078.8411721474 2161075.526700959))	[null]
ID5cc44d9a299b	POLYGON ((-91705.21837148712 2163262.3381012892, -89770.73136350277 2163262.3381012892, -89770.73136350277 2161664.2836164325, -91705.21837148712 2161664.2836164325, -91705.21837148712 2163262.3381012892))	[null]
ID5cc44d9a299c	POLYGON ((-153134.5235370464 2141514.347602123, -152769.07659404 2141514.347602123, -152769.07659404 2141100.1744000493, -153134.5235370464 2141100.1744000493, -153134.5235370464 2141514.347602123))	[null]
ID5cc44d9a299d	POLYGON ((-148724.79709143593 2157179.8398923306, -148505.5289256321 2157179.8398923306, -148505.5289256321 2156716.940431189, -148724.79709143593 2156716.940431189, -148724.79709143593 2157179.8398923306))	[null]
ID5cc44d9a299e	POLYGON ((-157958.42318473075 2156619.487913054, -157714.79188939318 2156619.487913054, -157714.79188939318 2156424.582876784, -157958.42318473075 2156424.582876784, -157958.42318473075 2156619.487913054))	[null]
ID5cc44d9a299f	POLYGON ((-152427.99278056738 2151283.9625451607, -152233.08774429729 2151283.9625451607, -152233.08774429729 2150358.1636228776, -152427.99278056738 2150358.1636228776, -152427.99278056738 2151283.9625451607))	[null]
ID5cc44d9a29a0	POLYGON ((-154693.763827207 2151722.498876768, -154303.95375466684 2151722.498876768, -154303.95375466684 2151600.6832290995, -154693.763827207 2151600.6832290995, -154693.763827207 2151722.498876768))	[null]
ID5cc44d9a29a1	POLYGON ((-149699.32227278632 2147702.582503698, -149260.78594117865 2147702.582503698, -149260.78594117865 2147361.498690225, -149699.32227278632 2147361.498690225, -149699.32227278632 2147702.582503698))	[null]
ID5cc44d9a29a2	POLYGON ((-163001.59099821895 2146581.878545145, -162611.78092567882 2146581.878545145, -162611.78092567882 2146411.3366384087, -163001.59099821895 2146411.3366384087, -163001.59099821895 2146581.878545145))	[null]
ID5cc44d9a29a3	POLYGON ((-155619.56274948985 2153574.096721334, -155351.5683246185 2153574.096721334, -155351.5683246185 2153159.9235192603, -155619.56274948985 2153159.9235192603, -155619.56274948985 2153574.096721334))	[null]
ID5cc44d9a29a4	POLYGON ((-153305.06544378272 2152648.2977990513, -153207.61292564767 2152648.2977990513, -153207.61292564767 2152453.392762781, -153305.06544378272 2152453.392762781, -153305.06544378272 2152648.2977990513))	[null]
ID5cc44d9a29a5	POLYGON ((-153743.6017753904 2147556.4037264953, -153524.33360958655 2147556.4037264953, -153524.33360958655 2147190.956783489, -153743.6017753904 2147190.956783489, -153743.6017753904 2147556.4037264953))	[null]
ID5cc44d9a29a6	POLYGON ((-153402.51796191774 2147044.7780062864, -153183.2497961139 2147044.7780062864, -153183.2497961139 2146728.0573223475, -153402.51796191774 2146728.0573223475, -153402.51796191774 2147044.7780062864))	[null]
ID5cc44d9a29a7	POLYGON ((-154396.05556977505 2146837.3885509656, -154296.2134980569 2146837.3885509656, -154296.2134980569 2146704.2657886744, -154396.05556977505 2146704.2657886744, -154396.05556977505 2146837.3885509656))	[null]
ID5cc44d9a29a8	POLYGON ((-160785.94815973722 2145805.6871432113, -160669.46574273272 2145805.6871432113, -160669.46574273272 2145622.643345061, -160785.94815973722 2145622.643345061, -160785.94815973722 2145805.6871432113))	[null]
ID5cc44d9a29a9	POLYGON ((-146558.45293989958 2144357.9771032976, -146458.61086818142 2144357.9771032976, -146458.61086818142 2144191.573650434, -146558.45293989958 2144191.573650434, -146558.45293989958 2144357.9771032976))	[null]
ID5cc44d9a29aa	POLYGON ((-153035.11888972443 2146241.8134197756, -152944.1942518644 2146241.8134197756, -152944.1942518644 2146037.2329845903, -153035.11888972443 2146037.2329845903, -153035.11888972443 2146241.8134197756))	[null]
ID5cc44d9a29ab	POLYGON ((-152148.60367058907 2146332.7380576353, -151989.485554334 2146332.7380576353, -151989.485554334 2146173.6199413803, -152148.60367058907 2146173.6199413803, -152148.60367058907 2146332.7380576353))	[null]
ID5cc44d9a29ac	POLYGON ((-215074.94275815945 2136074.2318317126, -211093.86669560388 2136074.2318317126, -211093.86669560388 2132409.11418682, -215074.94275815945 2132409.11418682, -215074.94275815945 2136074.2318317126))	[null]
ID5cc44d9a29ad	POLYGON ((-197318.07968549096 2144289.150690954, -190430.18618043448 2144289.150690954, -190430.18618043448 2139739.3494766047, -197318.07968549096 2139739.3494766047, -197318.07968549096 2144289.150690954))	[null]
ID5cc44d9a29ae	POLYGON ((-193842.5370911964 2148207.035069977, -190809.33628163027 2148207.035069977, -190809.33628163027 2144794.684159215, -193842.5370911964 2144794.684159215, -193842.5370911964 2148207.035069977))	[null]
ID5cc44d9a29af	POLYGON ((-190303.80281336923 2151808.961031337, -189861.46102864083 2151808.961031337, -189861.46102864083 2151177.0441960106, -190303.80281336923 2151177.0441960106, -190303.80281336923 2151808.961031337))	[null]
ID5cc44d9a29b0	POLYGON ((-213684.72572044164 2150924.27746188, -212926.4255180501 2150924.27746188, -212926.4255180501 2150545.1273606843, -213684.72572044164 2150545.1273606843, -213684.72572044164 2150924.27746188))	[null]
ID5cc44d9a29b1	POLYGON ((-211915.35858152807 2146753.6263487265, -211409.82511326703 2146753.6263487265, -211409.82511326703 2146184.901196933, -211915.35858152807 2146184.901196933, -211915.35858152807 2146753.6263487265))	[null]
ID5cc44d9a29b2	POLYGON ((-211599.40016386492 2145237.0259439438, -211157.05837913652 2145237.0259439438, -211157.05837913652 2144731.4924756824, -211599.40016386492 2144731.4924756824, -211599.40016386492 2145237.0259439438))	[null]
ID5cc44d9a29b3	POLYGON ((-217349.84336533406 2147006.393082857, -216907.50158060566 2147006.393082857, -216907.50158060566 2146500.8596145962, -217349.84336533406 2146500.8596145962, -217349.84336533406 2147006.393082857))	[null]
ID5cc44d9a29b4	POLYGON ((-217665.8017829972 2145805.7510957373, -217223.4599982688 2145805.7510957373, -217223.4599982688 2145363.4093110086, -217665.8017829972 2145363.4093110086, -217665.8017829972 2145805.7510957373))	[null]
ID5cc44d9a29b5	POLYGON ((-224553.69528805368 2143973.192273291, -224048.16181979264 2143973.192273291, -224048.16181979264 2143467.65880503, -224553.69528805368 2143467.65880503, -224553.69528805368 2143973.192273291))	[null]
ID5cc44d9a29b6	POLYGON ((-229545.8382871313 2141761.4833496492, -229103.4965024029 2141761.4833496492, -229103.4965024029 2141319.1415649205, -229545.8382871313 2141319.1415649205, -229545.8382871313 2141761.4833496492))	[null]
ID5cc44d9a29b7	POLYGON ((-226575.8291610978 2138854.6659071483, -225880.72064223886 2138854.6659071483, -225880.72064223886 2138222.749071822, -226575.8291610978 2138222.749071822, -226575.8291610978 2138854.6659071483))	[null]
ID5cc44d9a29b8	POLYGON ((-208313.43262016826 2153641.5198537833, -207555.1324177767 2153641.5198537833, -207555.1324177767 2153325.56143612, -208313.43262016826 2153325.56143612, -208313.43262016826 2153641.5198537833))	[null]
ID5cc44d9a29b9	POLYGON ((-203005.3312034275 2154020.669954979, -202499.79773516644 2154020.669954979, -202499.79773516644 2153641.5198537833, -203005.3312034275 2153641.5198537833, -203005.3312034275 2154020.669954979))	[null]
ID5cc44d9a29ba	POLYGON ((-224616.8869715863 2152440.877866663, -224174.54518685793 2152440.877866663, -224174.54518685793 2151872.1527148695, -224616.8869715863 2151872.1527148695, -224616.8869715863 2152440.877866663))	[null]
ID5cc44d9a29bb	POLYGON ((-212736.85046745223 2142835.7419697037, -212357.70036625644 2142835.7419697037, -212357.70036625644 2142456.591868508, -212736.85046745223 2142456.591868508, -212736.85046745223 2142835.7419697037))	[null]
ID5cc44d9a29bc	POLYGON ((-221014.9610102265 2143657.233855628, -220762.19427609598 2143657.233855628, -220762.19427609598 2143278.083754432, -221014.9610102265 2143278.083754432, -221014.9610102265 2143657.233855628))	[null]
ID5cc44d9a29bd	POLYGON ((-270714.1619276627 2112218.37612328, -266928.0037202054 2112218.37612328, -266928.0037202054 2109513.9774036673, -270714.1619276627 2109513.9774036673, -270714.1619276627 2112218.37612328))	[null]
ID5cc44d9a29be	POLYGON ((-151360.0317687703 2113300.135611125, -146852.70056941637 2113300.135611125, -146852.70056941637 2108251.9246678483, -151360.0317687703 2108251.9246678483, -151360.0317687703 2113300.135611125))	[null]
ID5cc44d9a29bf	POLYGON ((-300703.5307734796 2086486.2677754252, -295912.52347336436 2086486.2677754252, -295912.52347336436 2081695.26047531, -300703.5307734796 2081695.26047531, -300703.5307734796 2086486.2677754252))	[null]
ID5cc44d9a29c0	POLYGON ((-310924.34634705866 2082014.6609619842, -305175.1375869204 2082014.6609619842, -305175.1375869204 2077543.0541485434, -310924.34634705866 2077543.0541485434, -310924.34634705866 2082014.6609619842))	[null]
ID5cc44d9a29c1	POLYGON ((-152501.70495658266 2128647.132016439, -149946.50106318787 2128647.132016439, -149946.50106318787 2114274.1101160934, -152501.70495658266 2114274.1101160934, -152501.70495658266 2128647.132016439))	[null]
ID5cc44d9a29c2	POLYGON ((-273235.08891948574 2104692.095515863, -270999.28551276535 2104692.095515863, -270999.28551276535 2097665.2848090273, -273235.08891948574 2097665.2848090273, -273235.08891948574 2104692.095515863))	[null]
ID5cc44d9a29c3	POLYGON ((-220254.33456573752 2264690.018968207, -219909.04840477786 2264690.018968207, -219909.04840477786 2264172.0897267675, -220254.33456573752 2264172.0897267675, -220254.33456573752 2264690.018968207))	[null]
ID5cc44d9a29c4	POLYGON ((-200659.34493127733 2257439.0095880544, -199580.32567827843 2257439.0095880544, -199580.32567827843 2256662.115725895, -200659.34493127733 2256662.115725895, -200659.34493127733 2257439.0095880544))	[null]
ID5cc44d9a29c5	POLYGON ((-200184.5764599578 2256316.8295649355, -199580.32567827843 2256316.8295649355, -199580.32567827843 2255280.9710820564, -200184.5764599578 2255280.9710820564, -200184.5764599578 2256316.8295649355))	[null]
ID5cc44d9a29c6	POLYGON ((-199666.64721851834 2255108.3280015765, -199019.23566671897 2255108.3280015765, -199019.23566671897 2254201.9518290577, -199666.64721851834 2254201.9518290577, -199666.64721851834 2255108.3280015765))	[null]
ID5cc44d9a29c7	POLYGON ((-213940.01598422392 2110637.1274221586, -207563.1852677706 2110637.1274221586, -207563.1852677706 2103835.174657942, -213940.01598422392 2103835.174657942, -213940.01598422392 2110637.1274221586))	[null]
ID5cc44d9a29c8	POLYGON ((-245399.04751872705 2105110.540801232, -239022.21680227373 2105110.540801232, -239022.21680227373 2095332.7337026705, -245399.04751872705 2095332.7337026705, -245399.04751872705 2105110.540801232))	[null]
ID5cc44d9a29c9	POLYGON ((-195234.64588262746 2072801.2651712021, -189708.05926170124 2072801.2651712021, -189708.05926170124 2066849.5565025122, -195234.64588262746 2066849.5565025122, -195234.64588262746 2072801.2651712021))	[null]
ID5cc44d9a29cb	POLYGON ((-147620.97653310926 2136994.694383499, -137843.16943454748 2136994.694383499, -137843.16943454748 2134869.084144681, -147620.97653310926 2134869.084144681, -147620.97653310926 2136994.694383499))	[null]
ID5cc44d9a29cc	POLYGON ((-262829.05147703283 2103410.052610178, -258152.70895163371 2103410.052610178, -258152.70895163371 2098308.5880370154, -262829.05147703283 2098308.5880370154, -262829.05147703283 2103410.052610178))	[null]
