#description=List of training/reference polygons used for classification of the sea ice in Sentinel-1A scene (29-03-2025) using 'New Vector Data Container' in SNAP
#defaultCSS=fill:#ff00aa; fill-opacity:0.5; stroke:#ffffff; stroke-opacity:1.0; stroke-width:1.0; symbol:cross
org.esa.snap.Geometry	geometry:Geometry	style_css:String
ID5d37df999dc2	POLYGON ((-136567.80329125677 2219043.249601865, -126364.87414493144 2219043.249601865, -126364.87414493144 2214366.907076466, -136567.80329125677 2214366.907076466, -136567.80329125677 2219043.249601865))	[null]
ID5d37df999dc3	POLYGON ((-109785.11428215279 2219043.249601865, -103833.40561346302 2219043.249601865, -103833.40561346302 2210965.9306943575, -109785.11428215279 2210965.9306943575, -109785.11428215279 2219043.249601865))	[null]
ID5d37df999dc4	POLYGON ((-167176.59073023283 2151873.9660552233, -159949.51591825235 2151873.9660552233, -159949.51591825235 2148472.989673115, -167176.59073023283 2148472.989673115, -167176.59073023283 2151873.9660552233))	[null]
ID5d37df999dc5	POLYGON ((-199060.74431249948 2205864.466121195, -192258.7915482826 2205864.466121195, -192258.7915482826 2202463.4897390865, -199060.74431249948 2202463.4897390865, -199060.74431249948 2205864.466121195))	[null]
ID5d37df999dc6	POLYGON ((-177804.6419243217 2205864.466121195, -170577.56711234123 2205864.466121195, -170577.56711234123 2201188.123595796, -177804.6419243217 2201188.123595796, -177804.6419243217 2205864.466121195))	[null]
ID5d37df999dc7	POLYGON ((-171991.71928378567 2155666.005040295, -168531.51078341715 2155666.005040295, -168531.51078341715 2153528.8174371263, -171991.71928378567 2153528.8174371263, -171991.71928378567 2155666.005040295))	[null]
ID5d37df999dc8	POLYGON ((-166903.17737147902 2155360.692525557, -162221.71881215688 2155360.692525557, -162221.71881215688 2152918.1924076495, -166903.17737147902 2152918.1924076495, -166903.17737147902 2155360.692525557))	[null]
ID5d37df999dc9	POLYGON ((-173416.51101923152 2170219.234909492, -170465.15671009367 2170219.234909492, -170465.15671009367 2169201.526527031, -173416.51101923152 2169201.526527031, -173416.51101923152 2170219.234909492))	[null]
ID5d37df999dca	POLYGON ((-167412.0315627097 2168489.130659308, -166496.09401849448 2168489.130659308, -166496.09401849448 2167064.3389238617, -167412.0315627097 2167064.3389238617, -167412.0315627097 2168489.130659308))	[null]
ID5d37df999dcb	POLYGON ((-196925.57465408824 2196577.8820152404, -190106.92849159735 2196577.8820152404, -190106.92849159735 2192201.735970657, -196925.57465408824 2192201.735970657, -196925.57465408824 2196577.8820152404))	[null]
ID5d37df999dcc	POLYGON ((-217788.59649454552 2195763.7153092716, -213514.22128820792 2195763.7153092716, -213514.22128820792 2191184.0275881956, -217788.59649454552 2191184.0275881956, -217788.59649454552 2195763.7153092716))	[null]
ID5d37df999dcd	POLYGON ((-225421.40936300548 2187113.1940583503, -218704.5340387607 2187113.1940583503, -218704.5340387607 2182329.964660782, -225421.40936300548 2182329.964660782, -225421.40936300548 2187113.1940583503))	[null]
ID5d37df999dce	POLYGON ((-221961.20086263696 2179276.839513398, -217483.2839798071 2179276.839513398, -217483.2839798071 2176325.48520426, -221961.20086263696 2176325.48520426, -221961.20086263696 2179276.839513398))	[null]
ID5d37df999dcf	POLYGON ((-189190.99094738212 2154037.671628357, -187053.80334421335 2154037.671628357, -187053.80334421335 2151493.4006722034, -189190.99094738212 2151493.4006722034, -189190.99094738212 2154037.671628357))	[null]
ID5d37df999dd0	POLYGON ((-162221.71881215688 2163807.6720999856, -158252.65612055772 2163807.6720999856, -158252.65612055772 2162688.192879278, -162221.71881215688 2162688.192879278, -162221.71881215688 2163807.6720999856))	[null]
ID5d37df999dd1	POLYGON ((-164460.6772535718 2169506.839041769, -161712.86462092624 2169506.839041769, -161712.86462092624 2168590.901497554, -164460.6772535718 2168590.901497554, -164460.6772535718 2169506.839041769))	[null]
ID5d37df999dd2	POLYGON ((-159473.9061795113 2176020.1726895217, -157438.48941458866 2176020.1726895217, -157438.48941458866 2174391.8392775836, -159473.9061795113 2174391.8392775836, -159473.9061795113 2176020.1726895217))	[null]
ID5d37df999dd3	POLYGON ((-157133.17689985025 2171847.56832143, -154894.21845843532 2171847.56832143, -154894.21845843532 2170626.3182624765, -157133.17689985025 2170626.3182624765, -157133.17689985025 2171847.56832143))	[null]
ID5d37df999dd4	POLYGON ((-150484.9968914216 2160580.0099650095, -148022.14260586517 2160580.0099650095, -148022.14260586517 2158240.298393731, -150484.9968914216 2158240.298393731, -150484.9968914216 2160580.0099650095))	[null]
ID5d37df999dd5	POLYGON ((-153563.56474836712 2164397.4341076217, -151962.70946275545 2164397.4341076217, -151962.70946275545 2162180.865250621, -153563.56474836712 2162180.865250621, -153563.56474836712 2164397.4341076217))	[null]
ID5d37df999dd6	POLYGON ((-147775.85717730955 2156146.8722510077, -146544.43003453134 2156146.8722510077, -146544.43003453134 2151098.020965617, -147775.85717730955 2151098.020965617, -147775.85717730955 2156146.8722510077))	[null]
ID5d37df999dd7	POLYGON ((-159351.27231942472 2151590.5918227285, -157504.1316052574 2151590.5918227285, -157504.1316052574 2148142.5958229494, -159351.27231942472 2148142.5958229494, -159351.27231942472 2151590.5918227285))	[null]
ID5d37df999dd8	POLYGON ((-165385.26531903795 2157870.8702508975, -162676.12560492585 2157870.8702508975, -162676.12560492585 2156146.8722510077, -165385.26531903795 2156146.8722510077, -165385.26531903795 2157870.8702508975))	[null]
ID5d37df999dd9	POLYGON ((-175482.96788981924 2166737.1456789006, -171665.5437472068 2166737.1456789006, -171665.5437472068 2164151.1486790664, -175482.96788981924 2164151.1486790664, -175482.96788981924 2166737.1456789006))	[null]
ID5d37df999dda	POLYGON ((-135921.5237873551 2181857.2238515024, -128918.39762637543 2181857.2238515024, -128918.39762637543 2179771.1862716363, -135921.5237873551 2179771.1862716363, -135921.5237873551 2181857.2238515024))	[null]
ID5d37df999ddb	POLYGON ((-147394.73047661968 2176195.1218490084, -144116.67142254408 2176195.1218490084, -144116.67142254408 2174854.097690523, -147394.73047661968 2174854.097690523, -147394.73047661968 2176195.1218490084))	[null]
ID5d37df999ddc	POLYGON ((-139199.5828414307 2200035.5513331946, -136070.52647163125 2200035.5513331946, -136070.52647163125 2198694.527174709, -139199.5828414307 2198694.527174709, -139199.5828414307 2200035.5513331946))	[null]
ID5d37df999ddd	POLYGON ((-156804.9950020808 2146489.201698291, -155002.06252233923 2146489.201698291, -155002.06252233923 2142883.336738808, -156804.9950020808 2142883.336738808, -156804.9950020808 2146489.201698291))	[null]
ID5d37df999dde	POLYGON ((-153379.42329057178 2144686.2692185496, -151215.9043148819 2144686.2692185496, -151215.9043148819 2142522.7502428596, -153379.42329057178 2142522.7502428596, -153379.42329057178 2144686.2692185496))	[null]
ID5d37df999ddf	POLYGON ((-165377.93894325197 2216361.849950676, -155660.13287744488 2216361.849950676, -155660.13287744488 2211205.463058615, -165377.93894325197 2211205.463058615, -165377.93894325197 2216361.849950676))	[null]
ID5d37df999de0	POLYGON ((-103104.6510929779 2216361.849950676, -98543.23191923171 2216361.849950676, -98543.23191923171 2212197.075922473, -103104.6510929779 2212197.075922473, -103104.6510929779 2216361.849950676))	[null]
ID5d37df999de1	POLYGON ((-138207.7464735464 2212593.7210680163, -132059.74671762763 2212593.7210680163, -132059.74671762763 2210015.5276219854, -138207.7464735464 2210015.5276219854, -138207.7464735464 2212593.7210680163))	[null]
ID5d37df999de2	POLYGON ((-166766.196952653 2207833.9793214984, -161609.81006059208 2207833.9793214984, -161609.81006059208 2204462.4955843817, -166766.196952653 2204462.4955843817, -166766.196952653 2207833.9793214984))	[null]
ID5d37df999de3	POLYGON ((-264330.98662762856 2194595.947588996, -260840.50934684888 2194595.947588996, -260840.50934684888 2192196.24445846, -264330.98662762856 2192196.24445846, -264330.98662762856 2194595.947588996))	[null]
ID5d37df999de4	POLYGON ((-212935.66115387663 2239312.2447859757, -209741.65628713314 2239312.2447859757, -209741.65628713314 2237395.84186593, -212935.66115387663 2237395.84186593, -212935.66115387663 2239312.2447859757))	[null]
ID5d37df999de5	POLYGON ((-210061.0567738075 2234521.2374858605, -207825.25336708708 2234521.2374858605, -207825.25336708708 2231646.6331057916, -210061.0567738075 2231646.6331057916, -210061.0567738075 2234521.2374858605))	[null]
ID5d37df999de6	POLYGON ((-209422.2558004588 2229091.4292123965, -205908.85044704098 2229091.4292123965, -205908.85044704098 2226536.225319002, -209422.2558004588 2226536.225319002, -209422.2558004588 2229091.4292123965))	[null]
ID5d37df999de7	POLYGON ((-207186.45239373838 2223022.819965584, -203992.44752699492 2223022.819965584, -203992.44752699492 2220148.215585515, -207186.45239373838 2220148.215585515, -207186.45239373838 2223022.819965584))	[null]
ID5d37df999de8	POLYGON ((-153846.57111912244 2233882.4365125117, -151610.767712402 2233882.4365125117, -151610.767712402 2232924.2350524887, -153846.57111912244 2232924.2350524887, -153846.57111912244 2233882.4365125117))	[null]
ID5d37df999de9	POLYGON ((-166715.25422809957 2223923.852674284, -164574.31999001413 2223923.852674284, -164574.31999001413 2222318.15199572, -166715.25422809957 2222318.15199572, -166715.25422809957 2223923.852674284))	[null]
ID5d37df999dea	POLYGON ((-126037.50370447617 2229658.49795487, -124814.1127112845 2229658.49795487, -124814.1127112845 2228282.183087529, -126037.50370447617 2228282.183087529, -126037.50370447617 2229658.49795487))	[null]
ID5d37df999deb	POLYGON ((-139953.57625203155 2224306.1623596563, -138959.5710700633 2224306.1623596563, -138959.5710700633 2222012.304247422, -139953.57625203155 2222012.304247422, -139953.57625203155 2224306.1623596563))	[null]
ID5d37df999dec	POLYGON ((-142170.97242719147 2224535.54817088, -141559.27693059563 2224535.54817088, -141559.27693059563 2223312.157177688, -142170.97242719147 2223312.157177688, -142170.97242719147 2224535.54817088))	[null]
ID5d37df999ded	POLYGON ((-151346.40487612906 2235546.067109605, -150275.93775708636 2235546.067109605, -150275.93775708636 2234322.6761164134, -151346.40487612906 2234322.6761164134, -151346.40487612906 2235546.067109605))	[null]
ID5d37df999dee	POLYGON ((-156928.1262825661 2238298.6968442863, -155551.81141522547 2238298.6968442863, -155551.81141522547 2236692.996165722, -156928.1262825661 2236692.996165722, -156928.1262825661 2238298.6968442863))	[null]
ID5d37df999def	POLYGON ((-179943.16934198467 2212225.176301885, -176043.6105511862 2212225.176301885, -176043.6105511862 2206949.3026437457, -179943.16934198467 2206949.3026437457, -179943.16934198467 2212225.176301885))	[null]
ID5d37df999df0	POLYGON ((-289332.9914953993 2154860.878777076, -279144.11597048765 2154860.878777076, -279144.11597048765 2151347.4734236584, -289332.9914953993 2151347.4734236584, -289332.9914953993 2154860.878777076))	[null]
ID5d37df999df1	POLYGON ((-332547.87734243844 2139401.8952220376, -325521.06663560285 2139401.8952220376, -325521.06663560285 2133429.106121227, -332547.87734243844 2133429.106121227, -332547.87734243844 2139401.8952220376))	[null]
ID5d37df999df2	POLYGON ((-272468.6457989938 2153455.516635709, -263333.7918801075 2153455.516635709, -263333.7918801075 2149239.4302116074, -272468.6457989938 2149239.4302116074, -272468.6457989938 2153455.516635709))	[null]
ID5d37df999df3	POLYGON ((-264036.47295079107 2161887.6894839117, -259117.7054560061 2161887.6894839117, -259117.7054560061 2156617.581453785, -264036.47295079107 2156617.581453785, -264036.47295079107 2161887.6894839117))	[null]
ID5d37df999df4	POLYGON ((-254550.27849656297 2207210.6185430014, -249982.8515371198 2207210.6185430014, -249982.8515371198 2204751.234795609, -254550.27849656297 2204751.234795609, -254550.27849656297 2207210.6185430014))	[null]
ID5d37df999df5	POLYGON ((-236280.5706587903 2172076.5650088233, -232064.48423468892 2172076.5650088233, -232064.48423468892 2167509.1380493804, -236280.5706587903 2167509.1380493804, -236280.5706587903 2172076.5650088233))	[null]
ID5d37df999df6	POLYGON ((-214146.11693225807 2200183.8078361657, -210281.37104349845 2200183.8078361657, -210281.37104349845 2195967.7214120645, -214146.11693225807 2195967.7214120645, -214146.11693225807 2200183.8078361657))	[null]
ID5d37df999df7	POLYGON ((-109095.29686506535 2183670.802675102, -104527.86990562221 2183670.802675102, -104527.86990562221 2180860.078392368, -109095.29686506535 2180860.078392368, -109095.29686506535 2183670.802675102))	[null]
ID5d37df999df8	POLYGON ((-197633.11177119432 2212129.3860377865, -192714.3442764094 2212129.3860377865, -192714.3442764094 2209318.6617550524, -197633.11177119432 2209318.6617550524, -197633.11177119432 2212129.3860377865))	[null]
ID5d37df999df9	POLYGON ((-327629.10984765354 2144672.0032521645, -319548.27753479255 2144672.0032521645, -319548.27753479255 2141509.9384340886, -327629.10984765354 2141509.9384340886, -327629.10984765354 2144672.0032521645))	[null]
ID5d37df999dfa	POLYGON ((-345547.4771500844 2127456.317020417, -338520.66644324875 2127456.317020417, -338520.66644324875 2124996.933273025, -345547.4771500844 2124996.933273025, -345547.4771500844 2127456.317020417))	[null]
ID5d37df999dfb	POLYGON ((-313224.1478986405 2145726.0248581897, -301981.25076770346 2145726.0248581897, -301981.25076770346 2143617.981646139, -313224.1478986405 2143617.981646139, -313224.1478986405 2145726.0248581897))	[null]
ID5d37df999dfc	POLYGON ((-288278.969889374 2149942.111282291, -280198.137576513 2149942.111282291, -280198.137576513 2147131.386999557, -288278.969889374 2147131.386999557, -288278.969889374 2149942.111282291))	[null]
ID5d37df999dfd	POLYGON ((-276684.7322230952 2190697.6133819376, -271063.2836576267 2190697.6133819376, -271063.2836576267 2185427.505351811, -276684.7322230952 2185427.505351811, -276684.7322230952 2190697.6133819376))	[null]
ID5d37df999dfe	POLYGON ((-257009.66224395542 2182968.1216044184, -252090.8947491705 2182968.1216044184, -252090.8947491705 2179454.7162510008, -257009.66224395542 2179454.7162510008, -257009.66224395542 2182968.1216044184))	[null]
ID5d37df999dff	POLYGON ((-265793.17562749994 2167860.478584722, -259820.3865266897 2167860.478584722, -259820.3865266897 2164698.413766646, -265793.17562749994 2164698.413766646, -265793.17562749994 2167860.478584722))	[null]
ID5d37df999e00	POLYGON ((-108743.95632972359 2225128.9858454326, -106284.57258233108 2225128.9858454326, -106284.57258233108 2221264.239956673, -108743.95632972359 2221264.239956673, -108743.95632972359 2225128.9858454326))	[null]
ID5d37df999e01	POLYGON ((-163864.15807247593 2226659.274994101, -160884.10438695268 2226659.274994101, -160884.10438695268 2224356.5062371055, -163864.15807247593 2224356.5062371055, -163864.15807247593 2226659.274994101))	[null]
ID5d37df999e02	POLYGON ((-208158.59239820813 2240340.4305503666, -205855.8236412129 2240340.4305503666, -205855.8236412129 2239121.3176790164, -208158.59239820813 2239121.3176790164, -208158.59239820813 2240340.4305503666))	[null]
ID5d37df999e03	POLYGON ((-204772.16775556805 2253750.6721352213, -203282.1409128064 2253750.6721352213, -203282.1409128064 2252260.64529246, -204772.16775556805 2252260.64529246, -204772.16775556805 2253750.6721352213))	[null]
ID5d37df999e04	POLYGON ((-231321.73695386623 2251718.8173496374, -229967.1670968102 2251718.8173496374, -229967.1670968102 2250228.790506876, -231321.73695386623 2250228.790506876, -231321.73695386623 2251718.8173496374))	[null]
ID5d37df999e05	POLYGON ((-246763.833324305 2238714.9467219, -243919.23662448733 2238714.9467219, -243919.23662448733 2237360.3768648435, -246763.833324305 2237360.3768648435, -246763.833324305 2238714.9467219))	[null]
ID5d37df999e06	POLYGON ((-237823.67226773518 2214332.689294891, -234843.61858221193 2214332.689294891, -234843.61858221193 2210268.979723723, -237823.67226773518 2210268.979723723, -237823.67226773518 2214332.689294891))	[null]
ID5d37df999e07	POLYGON ((-236062.73145356236 2208372.5819238443, -234030.8766679783 2208372.5819238443, -234030.8766679783 2204715.243309793, -236062.73145356236 2204715.243309793, -236062.73145356236 2208372.5819238443))	[null]
ID5d37df999e08	POLYGON ((-253807.59658099635 2196045.996224635, -248118.403181361 2196045.996224635, -248118.403181361 2193472.3134962283, -253807.59658099635 2193472.3134962283, -253807.59658099635 2196045.996224635))	[null]
ID5d37df999e09	POLYGON ((-248931.14509559463 2192117.743639172, -246222.00538148257 2192117.743639172, -246222.00538148257 2189950.4318678826, -248931.14509559463 2189950.4318678826, -248931.14509559463 2192117.743639172))	[null]
ID5d37df999e0a	POLYGON ((-209106.79129814735 2204850.700295499, -200573.00119869434 2204850.700295499, -200573.00119869434 2202683.388524209, -209106.79129814735 2202683.388524209, -209106.79129814735 2204850.700295499))	[null]
ID5d37df999e0b	POLYGON ((-197322.03354175988 2201735.18962427, -190955.55521359656 2201735.18962427, -190955.55521359656 2199838.7918243916, -197322.03354175988 2199838.7918243916, -197322.03354175988 2201735.18962427))	[null]
ID5d37df999e0c	POLYGON ((-189330.0713851293 2190898.630767822, -184182.7059283164 2190898.630767822, -184182.7059283164 2185751.265311009, -189330.0713851293 2185751.265311009, -189330.0713851293 2190898.630767822))	[null]
ID5d37df999e0d	POLYGON ((-178087.14157156425 2215958.1731233583, -175648.9158288634 2215958.1731233583, -175648.9158288634 2213790.861352069, -178087.14157156425 2213790.861352069, -178087.14157156425 2215958.1731233583))	[null]
ID5d37df999e0e	POLYGON ((-158987.70658707424 2210133.522738017, -156820.3948157846 2210133.522738017, -156820.3948157846 2206476.184123966, -158987.70658707424 2206476.184123966, -158987.70658707424 2210133.522738017))	[null]
ID5d37df999e0f	POLYGON ((-149641.17457338763 2207830.753981022, -145306.55103080833 2207830.753981022, -145306.55103080833 2205798.8991954383, -149641.17457338763 2205798.8991954383, -149641.17457338763 2207830.753981022))	[null]
ID5d37df999e10	POLYGON ((-124361.04312566575 2224092.5312661743, -121655.72100353404 2224092.5312661743, -121655.72100353404 2216363.039488655, -124361.04312566575 2216363.039488655, -124361.04312566575 2224092.5312661743))	[null]
ID5d37df999e11	POLYGON ((-107742.6358039995 2210565.9206555155, -103877.88991523988 2210565.9206555155, -103877.88991523988 2205928.225589004, -107742.6358039995 2205928.225589004, -107742.6358039995 2210565.9206555155))	[null]
ID5d37df999e12	POLYGON ((-216159.76574088944 2259328.803019082, -211903.89432332388 2259328.803019082, -211903.89432332388 2258033.5378050404, -216159.76574088944 2258033.5378050404, -216159.76574088944 2259328.803019082))	[null]
ID5d37df999e13	POLYGON ((-208850.7691759399 2257015.829422579, -207555.50396189818 2257015.829422579, -207555.50396189818 2255072.9316015164, -208850.7691759399 2255072.9316015164, -208850.7691759399 2257015.829422579))	[null]
ID5d37df999e14	POLYGON ((-229297.4557690266 2255257.969489237, -227539.5958356843 2255257.969489237, -227539.5958356843 2253870.185331335, -229297.4557690266 2253870.185331335, -229297.4557690266 2255257.969489237))	[null]
ID5d37df999e15	POLYGON ((-192937.5108319991 2246838.745597966, -192289.87822497825 2246838.745597966, -192289.87822497825 2246006.0751032247, -192937.5108319991 2246006.0751032247, -192937.5108319991 2246838.745597966))	[null]
ID5d37df999e16	POLYGON ((-190809.57512321632 2255350.488433097, -190439.49934777583 2255350.488433097, -190439.49934777583 2254702.855826076, -190809.57512321632 2254702.855826076, -190809.57512321632 2255350.488433097))	[null]
ID5d37df999e17	POLYGON ((-214401.90580754715 2236014.0291663315, -213199.15953736557 2236014.0291663315, -213199.15953736557 2235551.434447031, -214401.90580754715 2235551.434447031, -214401.90580754715 2236014.0291663315))	[null]
ID5d37df999e18	POLYGON ((-145110.1810940992 2219107.151619533, -143513.17866072748 2219107.151619533, -143513.17866072748 2217510.1491861613, -145110.1810940992 2217510.1491861613, -145110.1810940992 2219107.151619533))	[null]
